Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
J. Molumby,West Bromwich Albion,West Bromwich Albion,"RDMF, RCMF, LDMF",23,1200000,2025-06-30,29,2031,1,2.19,2,0.32,15.51,50.29,Republic of Ireland,Republic of Ireland,right,176,64,no,7.58,5.85,62.12,3.46,46.15,0.44,0.65,0.09,3.5,5.16,0.89,7,0.31,0,0,1.46,0.04,1,0.04,0.1,0,0,23,1.02,26.09,4.348,0.09,0.8,33.33,0.13,0,0.66,40,0.13,1.37,54.84,3.5,44.3,1.02,1.11,0.53,30.04,0,0.62,44.76,88.42,10.81,70.08,9.44,97.65,17.64,93.97,41.92,91.33,2.04,50,17.84,27.71,0.01,0.27,0,0,0.31,57.14,0.18,5.85,71.21,1.15,50,0.31,42.86,0.49,0.27,3.81,81.4,0,,0,,0,0,0,0,,,1.06,,,0,0,0,0,0,0
T. Rogić,West Bromwich Albion,West Bromwich Albion,"AMF, CF, RW",30,1200000,2023-06-30,13,518,1,0.36,2,1.02,21.72,39.2,Australia,"Australia, Serbia",left,188,80,no,6.08,7.82,55.56,1.56,33.33,0.17,0.25,0,1.56,2.27,1.04,2,0.35,0,0,2.61,0.17,1,0.17,0.06,0,0,4,0.69,50,25,0.35,0.69,25,0.52,0,0.17,100,0,2.78,50,9.03,30.77,1.74,0.87,0.69,15.46,0.87,1.22,23.46,80.74,6.78,79.49,3.3,84.21,6.95,92.5,21.89,82.54,0.87,80,16.15,7.67,0.18,0.87,0.17,0,1.04,66.67,0.87,3.13,83.33,1.74,70,0.35,50,1.22,0.17,3.13,77.78,0,,0,,0,0,0,0,,,0,,,0,0,0,0.17,0,0
R. Hedges,Blackburn Rovers,Blackburn Rovers,"RAMF, RWB, CF",27,1200000,2025-06-30,27,2013,2,1.82,3,1.62,20.52,46.84,England,"England, Wales",left,185,65,no,7.96,7.06,61.39,1.79,37.5,0.09,0.12,0.09,3.53,4.61,1.03,2,0.09,0,0,3.22,0.09,2,0.09,0.08,0,0,28,1.25,32.14,7.143,0.13,1.56,37.14,0.31,42.86,1.25,35.71,0.18,3.58,51.25,8.9,39.2,1.34,2.24,0.98,25.98,1.12,1.65,35.59,76.13,10.19,52.63,7.91,96.05,10.37,81.9,30.94,82.37,3.17,32.39,17.45,36.36,0.07,0.72,0.04,0,0.94,42.86,0.36,4.43,57.58,2.5,55.36,1.25,39.29,0.8,0.58,5.32,69.75,0,,0,,0,0,0,0,,,0.13,,,0.18,0,0,1.07,0,0
L. Bacuna,Watford,Watford,"RDMF, LCMF, DMF",31,1200000,2023-06-30,6,455,0,0,0,0.36,12.46,41.27,Netherlands,"Netherlands, Curaçao",right,180,77,no,5.74,5.34,48.15,2.57,46.15,0.2,0.25,0.79,2.97,3.78,1.58,2,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,50,0,0,0.4,50,0.2,0.99,20,2.37,25,0.2,0.2,0,12.26,0,0.59,21.76,79.09,6.73,67.65,2.97,93.33,8.7,86.36,18.59,86.17,2.77,35.71,18.94,22.59,0.07,0.4,0,0,0.2,0,0.2,3.76,52.63,0.59,33.33,0.59,33.33,0.2,0.4,3.36,47.06,0,,0,,0,0,0,0,,,0,,,0.2,0,0,0.59,0,0
J. Fulton,Swansea City,Swansea City,"RCMF, LCMF, RAMF",28,1200000,2024-06-30,28,2312,3,1.93,0,1.84,14.05,45.71,England,"England, Scotland",right,186,80,no,6.81,4.05,65.38,2.61,31.34,0.62,1.14,0.23,3.54,6.5,1.01,8,0.31,0,0,1.21,0.12,3,0.12,0.07,0,0,17,0.66,35.29,17.647,0,1.13,31.03,0.12,0,1.01,34.62,0.12,0.97,60,4.44,42.11,1.17,1.09,0.19,48.04,0.27,0.82,59.09,89.92,14.75,79.16,12.3,96.52,18.18,92.93,55.86,92.4,2.14,54.55,15.21,29.87,0.07,0.66,0.08,0,0.27,14.29,0.35,6.81,78.86,2.18,42.86,0.51,23.08,0.74,0.35,5.92,80.26,0,,0,,0,0,0,0,,,0.47,,,0.12,0.04,0,0,0,0
H. Darling,Swansea City,Swansea City,"CB, LCB",23,1200000,2025-06-30,21,1817,3,2.23,0,0,12.63,54.9,England,England,right,180,75,no,6.54,3.32,65.67,3.47,41.43,0.25,0.48,0.84,4.11,7.96,0.59,6,0.3,0,0,1.24,0.15,3,0.15,0.11,1,0.05,21,1.04,61.9,14.286,0,0.1,100,0,0,0.05,100,0,0.64,69.23,2.53,60.78,1.09,4.36,0.5,55.77,0.2,1.49,70.58,94.25,23.58,86.55,3.86,98.72,32.29,98.47,65.68,97.29,4.8,52.58,18.64,41.32,0,0,0,0,0.05,100,0,9.01,79.12,0.5,30,0.64,30.77,0.35,0.05,6.44,84.62,0,,0,,0,0,0,0,,,1.68,,,0,0,0,0,0,0
N. Wood,Swansea City,Swansea City,"RCB, LCB",20,1200000,2024-06-30,24,2138,0,0.37,0,0.46,15.11,52.65,England,England,right,188,75,no,6.4,4.93,53.85,3.58,49.41,0.38,0.67,0.38,3.37,5.99,0.72,7,0.29,0,0,1.09,0,0,0,0.02,0,0,6,0.25,50,0,0,0.29,42.86,0.04,0,0.25,50,0,1.35,62.5,3.7,44.32,0.51,2.1,0.42,45.97,0.08,0.67,59.23,92.68,19.24,85.56,7.03,98.2,23.57,96.61,56.45,94.78,2.48,50.85,16.92,34.62,0.02,0.17,0,0.04,0.04,0,0.08,5.01,85.71,0.42,50,0.17,25,0.13,0.17,5.98,66.2,0,,0,,0,0,0,0,,,2.02,,,0,0,0,0,0,0
N. Wells,Bristol City,Bristol City,CF,32,1200000,2025-06-30,29,2136,9,8.97,4,4.02,25.7,32.13,Bermuda,Bermuda,left,174,75,no,4.51,4.72,61.61,5.14,21.31,0.08,0.11,0,1.52,2.06,1.35,3,0.13,0,0,2.65,0.38,9,0.38,0.38,3,0.13,51,2.15,37.25,17.647,0.17,2.06,46.94,1.14,40.74,0.88,52.38,0.63,2.06,38.78,9.82,26.61,3.67,0.97,0.55,11.71,1.69,1.05,18.2,71.06,3.79,53.33,4.93,86.32,5.01,69.75,15.17,76.94,1.05,32,16.29,20.4,0.17,1.01,0,0,0.29,28.57,0.67,1.6,63.16,1.94,47.83,0.51,16.67,0.67,0.97,2.4,71.93,0,,0,,0,0,0,0,,,0.04,,,0.13,0.13,0,0.04,0,0
J. Williams,Bristol City,Bristol City,"RCMF, LCMF",26,1200000,2024-06-30,26,1750,2,1.65,0,1.41,19.39,50.66,England,England,right,185,80,no,10.49,7.82,61.84,2.88,44.64,0.93,1.3,0.67,4.73,6.63,1.39,8,0.41,0,0,1.59,0.1,2,0.1,0.08,0,0,13,0.67,38.46,15.385,0,1.13,50,0.36,42.86,0.72,57.14,0.15,1.49,41.38,5.04,35.71,0.46,1.29,0.36,27.05,0.36,0.72,42.02,80.66,14.66,61.75,6.69,96.92,14.3,90.29,36.15,85.63,4.83,50,19.41,36.19,0.07,0.62,0.05,0,0.57,27.27,0.36,9.1,64.97,2.83,50.91,1.29,36,0.82,0.57,8.18,76.73,0,,0,,0,0,0,0,,,0.67,,,0.26,0,0,0.05,0,0
N. Powell,Stoke City,Stoke City,"AMF, CF",28,1200000,2023-06-30,17,709,3,2.4,0,0.13,30.85,40.33,England,England,right,183,66,no,5.71,5.2,65.85,11.3,34.83,0.38,0.61,0,1.9,3.06,2.16,1,0.13,0,0,2.54,0.38,3,0.38,0.31,1,0.13,15,1.9,53.33,20,0,1.27,30,0.51,25,0.76,33.33,0.13,2.28,50,8.63,39.71,3.05,0.76,0.51,19.04,1.27,1.9,29.83,68.51,11.04,59.77,4.57,77.78,8.63,70.59,25.64,71.78,3.05,54.17,16.98,29.11,0.02,0.51,0,0,0.63,0,0.13,4.7,67.57,3.05,45.83,0.63,0,0.76,0.51,7.62,68.33,0,,0,,0,0,0,0,,,0.25,,,0,0,0,0,0,0
J. Cork,Burnley,Burnley,"RDMF, DMF, LDMF",33,1200000,2024-06-30,27,2308,0,0.29,1,0.29,18.83,49.28,England,England,right,183,69,no,8.54,6.08,57.05,4.84,50.81,0.94,1.69,0.16,4.13,7.46,1.05,10,0.39,0,0,1.05,0,0,0,0.01,0,0,4,0.16,25,0,0.04,0.35,11.11,0,0,0.31,12.5,0.04,1.48,55.26,3.63,47.31,0.39,0.62,0.23,39.11,0.04,0.82,53.38,89.26,11.97,72.96,10.26,99.24,22.85,93.34,49.52,92.36,3.51,53.33,17.95,32.37,0.01,0.27,0,0.04,0.51,30.77,0.08,6.59,79.88,1.21,29.03,0.82,23.81,0.31,0.04,5.23,70.15,0,,0,,0,0,0,0,,,0.9,,,0,0,0,0,0,0
J. Guðmunds­son,Burnley,Burnley,"RAMF, RWF, AMF",32,1200000,2024-06-30,23,1181,2,1.32,3,3.26,15.01,41.12,Iceland,Iceland,left,186,77,no,3.81,3.28,60.47,2.97,30.77,0.08,0.13,0,1.75,3.08,0.61,2,0.15,0,0,3.05,0.15,2,0.15,0.1,0,0,20,1.52,45,10,0.23,2.21,48.28,0.53,57.14,1.68,45.45,0.15,3.12,41.46,6.71,31.82,1.75,2.29,0.76,25,3.28,0.46,32.62,82.24,6.93,64.84,8.99,94.92,12.04,83.54,28.58,86.67,1.83,54.17,18.23,21.93,0.25,1.45,0.23,0,0.38,0,0.3,2.74,66.67,2.06,59.26,0.76,10,0.3,1.14,4.27,73.21,0,,0,,0,0,0,0,,,0.15,,,0.84,0.46,50,2.36,0,0
Mario Gaspar,Watford,Watford,"RB, RWB, RDMF",32,1200000,2023-06-30,25,1605,0,1.59,0,1.98,17.94,49.38,Spain,Spain,right,180,77,no,10.6,9.2,60.98,4.32,42.86,0.34,0.49,0.56,4.65,6.71,1.4,4,0.22,0,0,0.73,0,0,0,0.09,0,0,16,0.9,12.5,0,0,1.51,25.93,0.06,0,1.4,28,0.06,0.39,28.57,1.91,29.41,1.18,0.45,0.22,21.31,0.56,0.17,31.07,72.92,14.97,63.3,3.76,92.54,7.85,83.57,24.84,81.72,4.77,41.18,17.57,22.88,0.11,0.39,0.11,0,0.17,66.67,0.11,4.43,54.43,1.01,44.44,0.5,22.22,0.17,0.34,7.35,62.6,0,,0,,0,0,0,0,,,0.22,,,0.34,0,0,0.34,0,0
C. Christie,Hull City,Hull City,RB,30,1200000,2024-06-30,26,2063,3,1.25,1,1.56,22.25,46.47,England,"England, Republic of Ireland",right,188,78,no,8.77,6.41,59.86,4.49,51.46,0.13,0.18,0.39,4.8,6.56,1.13,3,0.13,0,0,3.93,0.13,3,0.13,0.05,0,0,22,0.96,40.91,13.636,0.04,3.18,32.88,0,0,3.14,33.33,0.39,4.28,55.1,8.25,36.51,1.7,2.7,0.7,34.33,2.7,0.35,47.07,77.85,15.62,61.17,11.21,97.67,12.43,79.65,39.13,86.4,5.19,40.34,18.65,34.49,0.07,0.57,0.04,0,0.48,27.27,0.35,6.28,52.08,3.8,39.08,1.13,23.08,0.74,1,7.81,68.72,0,,0,,0,0,0,0,,,1.13,,,0.04,0,0,0,0,0
O. Hernández,Norwich City,Norwich City,"LAMF, LW, LWF",30,1200000,2023-06-30,28,1177,2,2.13,1,2.31,29.9,46.8,Cuba,"Cuba, Germany",right,172,76,no,4.74,4.82,63.49,1.99,38.46,0,0,0,1.68,3.17,1.15,2,0.15,0,0,8.56,0.15,2,0.15,0.16,0,0,25,1.91,28,8,0.08,3.9,27.45,2.91,31.58,0.92,8.33,0.54,11.24,61.22,19.19,47.81,6.04,5.35,1.68,14.45,1.76,1.68,25.46,72.67,4.51,66.1,7.88,89.32,7.34,71.88,20.26,83.77,1.45,36.84,19.85,17,0.18,1.76,0.15,0,0.46,16.67,0.76,1.84,70.83,2.98,51.28,0.31,25,2.14,1.07,3.52,65.22,0,,0,,0,0,0,0,,,0.15,,,0.08,0,0,0.15,0,0
D. Neill,Sunderland,Sunderland,"RCMF, LDMF, LCMF",21,1200000,2025-06-30,30,2479,2,1.04,2,2.05,19.68,54.61,England,England,right,178,70,no,9.98,8.02,67.87,2.32,43.75,1.2,1.72,0.07,3.34,4.8,0.98,2,0.07,1,0.04,1.67,0.07,2,0.07,0.04,0,0,17,0.62,29.41,11.765,0.07,0.54,20,0.15,25,0.4,18.18,0.18,2.29,57.14,5.85,45.96,0.94,1.23,0.33,27.63,0.33,1.23,38.77,82.96,13.65,73.67,4.65,96.88,12.89,89.58,35.11,86.35,3.12,55.81,17.89,33.11,0.07,0.47,0,0.11,0.33,22.22,0.25,6.57,74.59,1.34,43.24,0.65,5.56,0.62,0.11,6.28,72.25,0,,0,,0,0,0,0,,,0.25,,,0,0,0,0,0,0
L. O'Nien,Sunderland,Sunderland,"RCB, RB",28,1200000,2024-06-30,27,2382,1,1.64,0,0.26,16.06,52.71,England,"England, Singapore",right,174,74,no,10.58,6.01,65.41,3.74,47.47,0.64,0.96,0.79,6.01,9,1.06,6,0.23,1,0.04,0.53,0.04,1,0.04,0.06,0,0,8,0.3,37.5,12.5,0,0.6,37.5,0,0,0.6,37.5,0.08,0.3,62.5,1.7,44.44,0.6,1.1,0.57,32.8,0.68,0.68,49.31,86.36,22.67,80.5,3.89,95.15,17.08,92.7,42.7,91.68,6.01,53.46,20.2,38.66,0.01,0.19,0.04,0,0,0,0.11,6.42,64.71,0.79,38.1,0.23,16.67,0.23,0.23,8.31,75.91,0,,0,,0,0,0,0,,,1.28,,,0.08,0,0,0,0,0
A. Dozzell,Queens Park Rangers,Queens Park Rangers,"RCMF, LCMF",23,1200000,2024-06-30,28,1600,0,0.42,0,0.63,15.02,44.19,England,England,left,178,64,no,8.33,7.31,60,1.97,40,0.73,1.01,0.06,3.21,4.43,1.24,4,0.23,0,0,0.96,0,0,0,0.02,0,0,6,0.34,0,0,0,1.07,47.37,0.34,50,0.62,54.55,0.11,0.84,40,3.49,22.58,0.45,0.79,0.62,30.15,0.23,0.34,39.94,84.79,14.4,75.78,6.08,95.37,13.16,88.03,35.04,90.69,3.88,42.03,17.81,32.16,0.04,0.39,0,0,0.34,33.33,0.28,6.81,66.12,1.58,39.29,0.84,26.67,0.23,0.51,6.75,77.5,0,,0,,0,0,0,0,,,0.79,,,0,0,0,0.11,0,0
N. Sarr,Reading,Reading,"LCB, CB",29,1200000,2026-06-30,9,765,1,0.61,0,0.03,14.59,46.77,France,"France, Senegal",left,198,94,no,9.18,4.24,58.33,6.12,40.38,0.24,0.29,0.94,6.47,8.01,0.59,0,0,0,0,0.47,0.12,1,0.12,0.07,1,0.12,2,0.24,100,50,0,0,0,0,0,0,0,0,0.47,25,1.76,33.33,0.47,0.47,0.12,18.71,0,0.35,31.29,81.58,14,71.43,3.06,88.46,12,92.16,26.24,86.55,5.06,55.81,21.72,31.1,0,0.12,0,0,0.12,100,0.12,3.53,63.33,0.35,66.67,0.24,50,0.24,0,7.53,57.81,0,,0,,0,0,0,0,,,1.53,,,0.12,0,0,0,0,0
W. Harding,Rotherham United,Rotherham United,"LCB, RWB, RCB",26,1200000,2023-06-30,29,2467,1,1.09,2,0.87,16.02,46.24,England,"England, Jamaica",right,181,79,no,8.94,5.87,57.14,4.49,40.65,0.66,0.89,0.55,4.93,6.69,0.69,7,0.26,0,0,1.35,0.04,1,0.04,0.04,0,0,5,0.18,40,20,0.07,1.28,51.43,0.29,50,0.95,53.85,0.18,1.39,42.11,3.06,34.52,0.44,0.8,0.44,17.15,0.55,0.36,30.21,74.88,13.97,63.97,3.21,94.32,8.94,84.49,24.37,81.29,4.74,47.69,20.71,34.34,0.03,0.18,0,0,0.18,20,0.07,5.87,54.04,1.5,51.22,0.4,9.09,0.26,0.62,7.41,71.92,0,,0,,0,0,0,0,,,0.77,,,0.15,0,0,0,0,0
R. Sawyers,Cardiff City,Cardiff City,"LCMF, DMF, RCMF",31,1200000,2024-06-30,25,1366,2,0.59,0,1.13,14.82,42.67,England,"England, St. Kitts and Nevis",right,175,67,no,6.72,4.55,57.97,2.11,31.25,0.07,0.09,0.2,4.02,5.46,0.86,1,0.07,0,0,1.19,0.13,2,0.13,0.04,0,0,11,0.72,27.27,18.182,0,0.86,38.46,0.07,100,0.79,33.33,0.2,0.99,53.33,5.4,35.37,0.72,0.53,0,24.71,0.33,0.59,39.86,82.81,12.25,67.74,7.64,96.55,12.98,86.8,34.59,85.71,4.41,68.66,17.49,26.82,0.07,1.19,0,0,0.26,50,0.26,6.85,69.23,2.5,60.53,0.66,20,1.38,0.33,6.98,76.42,0,,0,,0,0,0,0,,,1.19,,,0,0,0,0.07,0,0
M. McGuinness,Cardiff City,Cardiff City,"LCB, RCB",22,1200000,2024-06-30,5,494,0,0.27,0,0,24.23,62.41,England,"England, Republic of Ireland",right,194,77,no,9.29,6.56,66.67,12.39,64.71,0,0,0.73,4.92,6.59,0.91,1,0.18,0,0,0.36,0,0,0,0.05,0,0,3,0.55,0,0,0,0,0,0,0,0,0,0,0.55,66.67,2,27.27,0.36,0.36,0,14.94,0,0.73,29.7,89.57,11.11,83.61,2.91,87.5,12.94,95.77,28.06,88.96,1.64,100,19.89,30.8,0,0,0,0,0,0,0,2.19,58.33,0,0,0,0,0,0,2.91,68.75,0,,0,,0,0,0,0,,,2,,,0,0,0,0,0,0
B. Norton-Cuffy,Coventry City,Coventry City,"RWB, RW, RB",19,1200000,2023-05-31,26,1838,0,0.28,2,1.46,27.18,42.88,England,"England, Dominica",right,181,72,yes,8.57,8.23,55.95,4.16,35.29,0,0,0.15,3.97,5.24,0.88,6,0.29,0,0,4.26,0,0,0,0.01,0,0,8,0.39,12.5,0,0.1,3.48,25.35,0.34,14.29,3.13,26.56,0.73,6.86,47.86,11.16,40.35,0.73,2.45,1.13,12.93,0.88,0.44,21.69,65.69,6.95,58.45,4.55,89.25,5.53,55.75,16.21,78.55,2.06,30.95,18.28,25.18,0.07,0.44,0,0,0.15,33.33,0.29,2.11,58.14,3.08,33.33,0.34,28.57,0.15,0.98,4.55,62.37,0,,0,,0,0,0,0,,,0.1,,,0,0,0,0,0,0
G. Honeyman,Millwall,Millwall,"RAMF, AMF, RW",28,1200000,2023-06-30,28,1530,1,2.01,1,3.96,20.12,48.83,England,England,right,173,72,no,8.94,8.82,60.67,2.76,19.15,1.12,1.46,0.06,2.47,3.22,1.65,3,0.18,0,0,2.12,0.06,1,0.06,0.12,0,0,11,0.65,45.45,9.091,0.06,2.47,45.24,0.24,25,2.24,47.37,0.24,1.59,40.74,5.41,40.22,1.47,0.53,0.47,16.59,0.94,1.41,28.29,77.96,7.12,61.98,7.06,94.17,8.76,76.51,24.18,84.43,1.71,34.48,17.37,19.67,0.23,1.94,0,0,0.18,33.33,0.47,4,57.35,3,47.06,0.41,28.57,0.71,1.12,4.71,80,0,,0,,0,0,0,0,,,0,,,0.65,0.06,0,2.18,0,0
M. Phillips,West Bromwich Albion,West Bromwich Albion,"RWB, LAMF, LW",31,1000000,2024-06-30,25,1300,2,1.47,2,2.73,21.12,44.59,England,"England, Scotland",right,185,75,no,7.27,6.16,60.67,2.56,18.92,0.07,0.1,0,3.46,5.08,1.04,2,0.14,0,0,5.26,0.14,2,0.14,0.1,0,0,18,1.25,33.33,11.111,0.14,4.08,32.2,2.01,34.48,2.08,30,0.83,5.19,64,9.9,44.06,1.87,2.15,1.25,21.67,0.97,0.21,32.75,73.15,9.48,57.66,8.58,91.13,9.35,73.33,26.79,80.88,2.08,50,19.69,31.58,0.19,1.25,0,0,0.55,37.5,0.48,3.25,59.57,3.05,43.18,0.55,37.5,0.48,1.18,4.29,80.65,0,,0,,0,0,0,0,,,0.28,,,0.07,0,0,1.66,0,0
E. Embleton,Sunderland,Sunderland,"LCMF, AMF, CF",23,1000000,2025-06-30,23,1165,2,2.53,1,0.43,13.52,39.43,England,England,right,173,64,no,5.41,4.56,45.76,0.62,12.5,0.23,0.32,0.31,3.09,4.33,1.31,4,0.31,1,0.08,2.16,0.15,2,0.15,0.2,0,0,24,1.85,37.5,8.333,0.08,1.55,30,0.85,18.18,0.7,44.44,0.46,2.16,42.86,5.41,37.14,1.93,0.85,0.62,27.66,0.7,0.62,36.85,81.13,11.67,70.2,7.88,92.16,9.73,78.57,31.91,88.38,3.4,36.36,15.67,33.18,0.03,0.54,0,0.08,0.31,25,0.15,4.79,56.45,2.32,43.33,0.85,9.09,0.54,0.46,5.1,59.09,0,,0,,0,0,0,0,,,0.23,,,1,0.39,40,0.85,0,0
S. Hutchinson,Millwall,Millwall,"RCB, CB",32,1000000,2023-06-30,16,1402,0,1.55,0,0.93,19.32,61.46,England,England,right,185,80,no,11.36,6.93,69.44,8.79,59.85,0.64,0.86,0.58,5.91,7.89,1.09,2,0.13,0,0,0.19,0,0,0,0.1,0,0,10,0.64,20,0,0,0.13,50,0.06,0,0.06,100,0,0.06,0,0.51,37.5,1.41,0.19,0.06,15.02,0.19,0.58,33.83,81.21,16.95,71.21,2.44,97.37,11.36,92.66,26.9,86.87,6.8,59.43,23.55,38.4,0.06,0.39,0.06,0,0,0,0.19,5.26,63.41,1.03,37.5,0.71,36.36,0.51,0.06,9.31,69.66,0,,0,,0,0,0,0,,,1.93,,,0.64,0,0,0,0,0
M. Harris,Cardiff City,Cardiff City,"CF, LWF, LW",24,1000000,2023-06-30,29,1619,3,3.21,0,1.62,23.35,31.43,Wales,Wales,right,182,75,no,5.56,5.28,66.32,2.45,11.36,0,0,0.17,2.06,2.83,1.67,5,0.28,0,0,2,0.17,3,0.17,0.18,0,0,28,1.56,46.43,10.714,0,0.72,30.77,0.22,25,0.5,33.33,0.33,2.61,40.43,10.12,23.63,2.95,1.5,0.89,12.01,1,0.72,17.29,81.35,2.78,66,6.28,92.92,3.84,72.46,16.23,84.59,0.33,33.33,12.73,7.17,0.09,0.78,0,0.06,0.28,0,0.28,0.67,83.33,1.17,42.86,0.28,0,1,0.28,1.89,67.65,0,,0,,0,0,0,0,,,0.06,,,0,0,0,0.06,0,0
M. Roberts,Birmingham City,Birmingham City,CB,32,1000000,2024-06-30,12,1019,0,0.98,0,0.37,16.43,61.29,England,England,right,183,81,no,10.78,4.77,72.22,7.51,62.35,0.26,0.32,1.06,7.07,8.54,0.79,2,0.18,0,0,0.26,0,0,0,0.09,0,0,7,0.62,0,0,0,0.44,40,0.18,50,0.26,33.33,0.26,0.18,50,1.15,15.38,0.88,0,0,15.19,0,0,29.41,71.17,13.69,52.9,1.85,85.71,11.75,88.72,20.05,84.14,8.92,43.56,26.62,43.01,0.03,0.35,0,0.09,0,0,0.18,5.56,36.51,1.06,41.67,0.35,25,0.26,0.18,7.68,63.22,0,,0,,0,0,0,0,,,0.79,,,0.09,0,0,0,0,0
J. Rudoni,Huddersfield Town,Huddersfield Town,"LCMF, LW, RCMF",21,1000000,2026-06-30,30,2475,0,2.03,2,1.81,22.29,44.86,England,England,left,185,77,no,7.89,6.8,55.08,3.71,35.29,0.29,0.37,0.15,3.85,4.85,1.35,7,0.25,0,0,3.38,0,0,0,0.07,0,0,28,1.02,39.29,0,0.07,2.25,25.81,1.56,18.6,0.69,42.11,0.22,3.93,57.41,8.36,45.22,1.49,1.75,0.8,20.87,0.73,0.87,32.69,77.2,8.8,60.33,7.38,93.1,9.27,83.14,27.93,85.03,2.65,36.99,18.6,33.17,0.07,0.65,0.04,0.04,0.18,80,0.25,4.44,63.11,2.07,40.35,0.73,35,0.47,0.58,4.07,59.82,0,,0,,0,0,0,0,,,0.22,,,0.84,0,0,0.8,0,0
T. Lees,Huddersfield Town,Huddersfield Town,RCB,32,1000000,2023-06-30,26,2513,2,2.03,0,0.67,12.61,66.48,England,England,right,185,75,no,8.49,4.12,76.52,5.73,61.88,0.21,0.28,0.61,5.12,6.56,0.36,0,0,1,0.04,0.29,0.07,2,0.07,0.07,1,0.04,8,0.29,50,25,0,0.14,25,0,0,0.14,25,0,0.04,100,0.14,50,0.57,0.14,0,27.83,0.25,0.25,43.12,85.38,19.34,76.48,3.12,94.25,16.62,93.32,37.53,90.46,5.48,51.63,20.57,36.26,0.02,0.14,0,0,0.11,66.67,0.11,4.69,65.65,0.75,38.1,0.47,30.77,0.25,0.07,9.17,68.36,0,,0,,0,0,0,0,,,1.72,,,0,0,0,0,0,0
R. Khadra,Birmingham City,Birmingham City,"CF, LAMF",21,1000000,2024-06-30,18,660,2,0.9,0,0.59,24,39.2,Germany,"Germany, Lebanon",right,175,69,no,4.5,4.77,62.86,1.64,16.67,0,0,0.14,1.5,2.26,0.95,0,0,0,0,5.45,0.27,2,0.27,0.12,0,0,8,1.09,75,25,0,3.41,16,1.91,14.29,1.5,18.18,0.41,8.32,45.9,14.86,37.61,3,3.14,1.09,18.68,3.14,1.64,23.86,74.86,4.36,75,5.73,95.24,7.36,55.56,20.05,85.71,0.55,25,14.42,8.58,0.08,0.68,0,0,0.41,66.67,0.55,1.09,37.5,3.95,44.83,0.68,40,1.09,0.68,2.32,82.35,0,,0,,0,0,0,0,,,0,,,0,0,0,0.14,0,0
M. Power,Wigan Athletic,Wigan Athletic,"RDMF, RCMF",29,1000000,2023-06-30,30,2985,0,0.7,1,4.73,10.25,50.59,England,England,right,181,78,no,4.82,3.89,60.47,1.15,42.11,0.18,0.24,0.06,2.29,3.09,0.6,4,0.12,0,0,2.32,0,0,0,0.02,0,0,25,0.75,24,0,0.03,3.08,43.14,0.3,10,2.74,46.15,0.3,0.99,54.55,3.5,43.97,0.45,1.3,0.51,33.89,0.39,0.78,46.82,81.58,17.61,72.09,7.27,96.27,15.35,83.69,37.36,89.75,6.6,52.97,20.59,40.17,0.14,1.33,0.03,0.03,0.66,40.91,0.21,10.97,69.51,3.83,48.82,1.21,27.5,0.75,1.21,10.01,84.94,0,,0,,0,0,0,0,,,0.54,,,1.78,0.21,14.29,1.57,0,0
